source,target,ligand_complex,receptor_complex,rank_innervated,rank_denervated,delta_rank
Endothelial,TSPC,Psap,Lrp1,0.010019250718387334,0.003926107782287171,-0.006093142936100164
Stromal_other,Macrophage,Hsp90b1,Tlr2,0.010025167604883412,0.011119700609650042,0.0010945330047666298
TSPC,Tenocyte,Col6a2,Itga11_Itgb1,0.010031086761851661,0.016389732725133544,0.006358645963281883
TSPC,TSPC,Mif,Ackr3,0.010037008189680412,0.01796836546686186,0.00793135727718145
Macrophage,T-FAP,Psap,Ar,0.010048844405100342,0.005121226154600614,-0.004927618250499728
Smooth_muscle,Stromal_other,Timp3,Cd44,0.010048857859472552,0.009446754896307986,-0.0006021029631645657
Tenogenic-progenitor,Stromal_other,Psap,Lrp1,0.01006071661736586,0.007726978025428528,-0.0023337385919373326
Stromal_other,Macrophage,Psap,Lrp1,0.010078521801188867,0.008134672522688822,-0.0019438492785000452
Tenocyte,Tenogenic-progenitor,Hbegf,Cd9,0.01008049855404016,0.0121328213082395,0.0020523227541993407
Endothelial,T-FAP,Col4a2,Cd44,0.01008446140987789,0.01654339163833242,0.0064589302284545295
Smooth_muscle,Endothelial,Col1a1,Itga5,0.010088422202839875,0.008005000638865575,-0.0020834215639743
T-FAP,Tenocyte,Postn,Itgav_Itgb5,0.010104281640762712,0.00897255363214404,-0.001131728008618672
Stromal,T-FAP,Thbs4,Cd47,0.010108242592055842,0.011157369290823846,0.0010491266987680044
Stromal_other,T-FAP,Fn1,Itga5_Itgb1,0.010112217431727098,0.009074014407911389,-0.0010382030238157095
Macrophage,Stromal_other,Fn1,Cd44,0.010114193576395808,0.027692746989652434,0.017578553413256627
T-FAP,Endothelial,Gnai2,Cav1,0.010120146837029872,0.0069474145915262705,-0.003172732245503602
Tenogenic-progenitor,TSPC,Lamb2,Cd44,0.010120157271920841,0.01545605715802799,0.005335899886107149
T-FAP,TSPC,Fbn1,Itga5,0.010132060188731902,0.01361464792471673,0.003482587735984829
Stromal,Tenogenic-progenitor,Col3a1,Itga11_Itgb1,0.010136049103677953,0.005627612796288479,-0.0045084363073894735
T-FAP,TSPC,Apoe,Lrp1,0.010138020280575593,0.0020332056071658286,-0.008104814673409764
Stromal_other,Smooth_muscle,Col6a2,Sdc1,0.01014398265026484,0.01300862441024774,0.0028646417599829006
TSPC,TSPC,Wnt5b,Klrg2,0.010148880450093298,0.03843983273655399,0.028290952286460693
TSPC,Macrophage,Lamc1,Cd44,0.01015591422473115,0.00916191324026081,-0.0009940009844703404
Tenogenic-progenitor,Macrophage,Thbs2,Cd47,0.010173828679966225,0.013628954700599001,0.003455126020632776
Stromal,Stromal_other,Cxcl12,Sdc4,0.010179804724871509,0.0113215574062846,0.0011417526814130902
TSPC,Stromal_other,Dcn,Egfr,0.010183821876158764,0.0072391626836061295,-0.002944659192552635
Stromal_other,Tenocyte,Mmp2,Fgfr1,0.010191763656748261,0.00941294939256441,-0.0007788142641838511
Stromal,Stromal_other,Ptn,Ncl,0.010197746544494905,0.011088373189693846,0.0008906266451989414
Tenogenic-progenitor,Tenogenic-progenitor,App,Lrp1,0.010203731713963788,0.00583387648285925,-0.004369855231104538
TSPC,Stromal,Hspg2,Fgfr1,0.010209719165542431,0.007040170092465631,-0.0031695490730768005
Tenogenic-progenitor,Tenocyte,Thbs2,Cd47,0.010215708899618321,0.012925480457435617,0.0027097715578172955
Macrophage,Smooth_muscle,Gnai2,Cav1,0.010221700916578917,0.011025890374999252,0.000804189458420335
Stromal,T-FAP,Mdk,Lrp1,0.010227695216811645,0.007171378830453754,-0.003056316386357891
Tenogenic-progenitor,Endothelial,Thbs2,Cd47,0.01023969066864312,0.011980808476421995,0.0017411178077788754
Stromal_other,T-FAP,Serpinf1,Plxdc2,0.01024569182101658,0.012112923012968374,0.0018672311919517934
Endothelial,T-FAP,Col1a2,Cd44,0.010251695258211629,0.03300743780798212,0.02275574254977049
TSPC,TSPC,Postn,Itgav_Itgb3,0.010263708988615632,0.04396533147719191,0.03370162248857628
TSPC,T-FAP,Hspg2,Itgb1,0.010269719282599087,0.009847000321536736,-0.00042271896106235024
Tenogenic-progenitor,Tenogenic-progenitor,Col1a1,Itga11_Itgb1,0.010271784812803764,0.00525763382855573,-0.005014150984248034
Stromal,Stromal_other,Hsp90b1,Lrp1,0.01027573186295313,0.010098243042777205,-0.0001774888201759254
Smooth_muscle,Macrophage,Fn1,Plaur,0.010287763884321684,0.016730641475738914,0.006442877591417231
Smooth_muscle,TSPC,Fbn1,Itgb1,0.010293783326110478,0.013260133831879283,0.002966350505768805
Smooth_muscle,Stromal_other,Col3a1,Ddr2,0.01030389329951847,0.013492956030069838,0.003189062730551367
TSPC,TSPC,Adam10,Cd44,0.01031185538053999,0.017001687805296994,0.006689832424757004
Smooth_muscle,Tenocyte,Fn1,Sdc2,0.010317883976327685,0.01642200498104608,0.006104121004718396
Tenocyte,Smooth_muscle,Vcan,Itgb1,0.0103299480366918,0.007375965114970274,-0.0029539829217215255
Endothelial,Stromal,Timp2,Itgb1,0.010335983502042113,0.0110071902135041,0.0006712067114619871
Tenocyte,TSPC,Col14a1,Cd44,0.01033606692695129,0.01665107758079788,0.006315010653846589
TSPC,T-FAP,Thbs4,Cd47,0.01034202125802048,0.0180111801480453,0.00766915889002482
Stromal_other,TSPC,Mmp2,Fgfr1,0.010354103643408837,0.005530178123967149,-0.004823925519441687
Tenogenic-progenitor,Tenogenic-progenitor,Col3a1,Itga11_Itgb1,0.010368305753864916,0.005751009982253662,-0.0046172957716112545
Tenocyte,Tenogenic-progenitor,Fbn1,Itgb1,0.010378295918742774,0.006464694611403907,-0.003913601307338867
Stromal,Tenocyte,Col6a2,Itga11_Itgb1,0.010390405814876345,0.010558479669643829,0.0001680738547674837
Stromal,Smooth_muscle,Col14a1,Cd44,0.010396464203913184,0.010192781150082519,-0.00020368305383066526
Macrophage,TSPC,Thbs1,Lrp1,0.01041465313954332,0.024400469261324005,0.013985816121780684
T-FAP,T-FAP,Fn1,Itga5_Itgb1,0.010416786371749741,0.011129160057797897,0.0007123736860481563
Tenogenic-progenitor,Stromal,Igf1,Igf2r,0.010420720708881795,0.010413598628302257,-7.122080579537865e-06
Smooth_muscle,Stromal_other,Col1a2,Sdc1,0.01042488076388104,0.012172668325261371,0.0017477875613803318
Stromal_other,Tenocyte,Efna4,Epha2,0.01043051782794418,0.006984396934543484,-0.0034461208934006967
Tenocyte,Tenocyte,Col6a3,Itga11_Itgb1,0.010445013950518015,0.009916700935712166,-0.0005283130148058483
TSPC,Endothelial,App,Aplp2,0.010457174355315617,0.008346267458879196,-0.002110906896436421
Tenogenic-progenitor,TSPC,Nid1,Itgb1,0.010463258005061617,0.005526200259606863,-0.004937057745454754
Stromal,Tenocyte,App,Lrp1,0.010469343953554186,0.006602218559521726,-0.00386712539403246
Smooth_muscle,Stromal_other,Nid1,Itgb1,0.010487615595374056,0.008492810464958608,-0.001994805130415448
Smooth_muscle,Tenocyte,Col18a1,Gpc1,0.010505907939817776,0.008834030730085166,-0.0016718772097326102
Stromal,T-FAP,Fn1,Itga5_Itgb1,0.01050604951477843,0.011087681681746987,0.0005816321669685574
Smooth_muscle,Tenogenic-progenitor,App,Lrp1,0.010512009990350865,0.0070169059866097856,-0.0034951040037410792
Tenogenic-progenitor,Stromal,Fn1,Itga5_Itgb1,0.01052233236634645,0.011953879107623877,0.0014315467412774271
Endothelial,Stromal,Fn1,Cd44,0.010524220997311418,0.044555505971568404,0.03403128497425699
Smooth_muscle,TSPC,Col18a1,Ptprs,0.010530329954510984,0.00930083281549015,-0.0012294971390208343
Tenocyte,Tenocyte,Postn,Itgav_Itgb5,0.010530479935759647,0.007295814003353274,-0.0032346659324063737
Stromal,TSPC,Mif,Ackr3,0.010536441214704777,0.01210629495485549,0.0015698537401507128
Smooth_muscle,Endothelial,Col18a1,Kdr,0.010548670645618912,0.00720915760440633,-0.0033395130412125816
Tenogenic-progenitor,TSPC,Col4a2,Cd44,0.010554947229506745,0.009390456156465268,-0.0011644910730414775
T-FAP,Macrophage,Lamb1,Cd44,0.010573157160359226,0.026423387138848228,0.015850229978489002
Tenogenic-progenitor,Smooth_muscle,Spon2,Itgb1,0.010591546254866776,0.015481828956830321,0.004890282701963546
Macrophage,T-FAP,C1qb,C1qbp,0.010603992534191626,0.01654347812584024,0.005939485591648615
Tenogenic-progenitor,Tenocyte,Col6a3,Sdc1,0.01061609734528228,0.008508610089401722,-0.002107487255880558
TSPC,Macrophage,Timp3,Cd44,0.010634534899896186,0.002569456472351074,-0.008065078427545112
T-FAP,T-FAP,Thbs2,Cd47,0.010640685370024383,0.03104757437953616,0.020406889009511778
Endothelial,T-FAP,Hsp90b1,Lrp1,0.010646838150090227,0.0075063494991840325,-0.0031404886509061947
Stromal,Macrophage,Copa,Cd74,0.010652993240479204,0.004674390202950776,-0.005978603037528428
Tenogenic-progenitor,Stromal_other,Hspg2,Itgb1,0.010665310353768345,0.008170548237589491,-0.002494762116178854
Smooth_muscle,Smooth_muscle,Col4a2,Itgb5,0.010669616199860862,0.008800343520000916,-0.001869272679859946
Tenogenic-progenitor,Stromal,Apoe,Lrp1,0.010671472377439331,0.010889233934400156,0.00021776155696082503
Endothelial,Macrophage,Apoe,Lrp1,0.010677636712975103,0.017275554633615145,0.006597917920640042
Stromal,Endothelial,Ptn,Ncl,0.010683803360760991,0.015572784504656264,0.004888981143895273
Tenogenic-progenitor,Tenocyte,Cxcl12,Itgb1,0.010696143594624374,0.004436083048688046,-0.006260060545936328
Smooth_muscle,Stromal_other,Col4a2,Sdc1,0.010710764618438553,0.009982163042323508,-0.0007286015761150452
Stromal_other,T-FAP,Sema6a,Plxna2,0.010712140295273957,0.18215175175385176,0.1714396114585778
Endothelial,Tenogenic-progenitor,App,Lrp1,0.010714671296927304,0.0048585096844820435,-0.005856161612445261
T-FAP,Tenocyte,Col6a2,Cd44,0.010720851826304561,0.01615698414111324,0.005436132314808677
T-FAP,Stromal_other,Col6a1,Sdc1,0.010727252799184787,0.012537075400672393,0.0018098226014876054
Smooth_muscle,Tenogenic-progenitor,Col1a2,Sdc1,0.010743757455649499,0.013653553812171449,0.00290979635652195
Macrophage,Stromal,Calr,Lrp1,0.010751789205093851,0.00598343822109553,-0.004768350983998321
Tenogenic-progenitor,Endothelial,Lgals3,Eng,0.010757983629927761,0.015564985005173415,0.004807001375245654
Stromal,Smooth_muscle,Serpinf1,Plxdc2,0.010776580809511478,0.011643329393719808,0.0008667485842083298
Tenocyte,Endothelial,Mfap5,Notch1,0.010788990520651461,0.008424566124106152,-0.002364424396545309
Tenocyte,T-FAP,Fbn1,Itgb1,0.010807622482184778,0.01113852461250594,0.0003309021303211628
Tenogenic-progenitor,Endothelial,Serping1,Selp,0.010809940984859092,0.00739087365273154,-0.0034190673321275525
Tenocyte,Stromal,Hspg2,Itgb1,0.01081383777618794,0.010395579855592255,-0.00041825792059568476
T-FAP,Tenogenic-progenitor,Col6a2,Cd44,0.010820055390911708,0.014312404089925906,0.0034923486990141982
TSPC,Endothelial,Col1a2,Cd36,0.010826528129528343,2.452817260734794e-05,-0.010801999956920995
Tenocyte,Smooth_muscle,Cxcl12,Itgb1,0.010851178288803123,0.007308943574168474,-0.003542234714634649
Stromal_other,Stromal_other,Vcan,Itgb1,0.010857409835928247,0.015934299033133613,0.005076889197205366
TSPC,Tenogenic-progenitor,Fn1,Itga5_Itgb1,0.010859751984828178,0.011763468699326993,0.0009037167144988149
Endothelial,TSPC,Gnai2,Cav1,0.010876118419319177,0.01680428420361813,0.005928165784298951
T-FAP,Endothelial,App,Aplp2,0.010888602430437464,0.0070308584245986966,-0.0038577440058387676
Smooth_muscle,Tenogenic-progenitor,Fn1,Sdc2,0.010894847923807181,0.01576073143835114,0.004865883514543959
TSPC,Macrophage,Col1a2,Cd36,0.010901374815408166,0.014603521505867417,0.0037021466904592504
Stromal_other,Endothelial,App,Aplp2,0.010926110284135314,0.007516066893489032,-0.0034100433906462816
Smooth_muscle,T-FAP,Thbs1,Cd47,0.010944895628949522,0.011869249010757242,0.0009243533818077201
Tenocyte,Tenocyte,Comp,Sdc1,0.010951162067629017,0.008361889123600029,-0.0025892729440289888
Tenocyte,Tenogenic-progenitor,Col1a2,Itga11_Itgb1,0.010951458779398812,0.005427551706440458,-0.0055239070729583535
Tenogenic-progenitor,TSPC,Igf1,Itgav_Itgb3,0.010963701932904874,0.023744138677550257,0.012780436744645383
Smooth_muscle,Stromal,Col4a1,Sdc1,0.010976556687269072,0.020287866784924,0.009311310097654927
Tenogenic-progenitor,Endothelial,Fbn1,Itgb1,0.010982529206371747,0.004803873568660404,-0.006178655637711344
Stromal_other,Stromal,Lamb2,Rpsa,0.010984930947949665,0.009161572419820017,-0.0018233585281296483
Tenocyte,TSPC,Etv5,Erbb2,0.010993747852608914,0.11229892252601628,0.10130517467340737
Endothelial,Stromal,Timp2,Cd44,0.011001377459718267,0.03242891614948518,0.021427538689766917
Tenocyte,Tenocyte,App,Lrp1,0.01101395462255702,0.006156795920732162,-0.004857158701824857
Tenogenic-progenitor,Macrophage,Pkm,Cd44,0.01102024670331031,0.01374375960305094,0.00272351289974063
Smooth_muscle,Tenocyte,Psap,Lrp1,0.01102654111746464,0.010287892488593598,-0.0007386486288710418
Stromal,Smooth_muscle,Vcan,Cd44,0.011032837865403782,0.040498507121541016,0.029465669256137236
Tenocyte,TSPC,Hbegf,Cd44,0.011035263635403771,0.010145440539015312,-0.0008898230963884594
T-FAP,Stromal,Hspg2,Lrp1,0.01103913694751149,0.009256230565842561,-0.0017829063816689281
Smooth_muscle,Tenocyte,Col18a1,Itgb5,0.011058048202683166,0.011609420043948384,0.0005513718412652174
Smooth_muscle,Tenogenic-progenitor,Col4a2,Sdc1,0.011068901801795998,0.011220766766713285,0.00015186496491728652
Tenogenic-progenitor,Smooth_muscle,Col11a1,Itga1_Itgb1,0.011089613680482979,0.00678247014739733,-0.004307143533085649
T-FAP,Tenogenic-progenitor,Col6a1,Sdc1,0.011094174064759684,0.014162173850190342,0.003067999785430658
Tenocyte,TSPC,Lamb2,Cd44,0.011102256232265887,0.019732702915450033,0.008630446683184146
Stromal,Macrophage,Psap,Lrp1,0.011114908137600882,0.012555595506791929,0.001440687369191047
T-FAP,Macrophage,C3,Lrp1,0.011140240021195609,0.008529706000661715,-0.0026105340205338935
T-FAP,T-FAP,Thbs4,Cd47,0.011159263509775232,0.05468701292214189,0.04352774941236666
Smooth_muscle,Stromal,Col18a1,Itgb5,0.011165609355799761,0.014979590218876555,0.003813980863076794
Tenocyte,Endothelial,Fn1,Robo4,0.011170215540573868,0.0035773028793043963,-0.007592912661269472
Tenogenic-progenitor,Tenocyte,Hsp90b1,Lrp1,0.011171957544045265,0.009720044512371141,-0.0014519130316741242
T-FAP,Smooth_muscle,Cxcl1,Adra2a,0.01117830807489487,0.09271204402768954,0.08153373595279467
Stromal_other,TSPC,C1qb,Lrp1,0.011191016165938837,0.004711693281729712,-0.006479322884209125
Tenocyte,Tenogenic-progenitor,Serping1,Lrp1,0.01119737372689934,0.00785635630816728,-0.0033410174187320594
TSPC,T-FAP,Fbn1,Itga5,0.01120412006075118,0.006929650922446945,-0.004274469138304235
Tenogenic-progenitor,Tenogenic-progenitor,Postn,Itgav_Itgb5,0.011212606615699991,0.010255428156200876,-0.0009571784594991153
Smooth_muscle,Smooth_muscle,Col6a1,Sdc1,0.011229196701407354,0.027896675096927285,0.01666747839551993
Stromal_other,Stromal_other,Lamb2,Rpsa,0.011229592241844116,0.00826239318052865,-0.002967199061315467
TSPC,T-FAP,Pkm,Cd44,0.011235568332930681,0.05544014590692765,0.04420457757399697
TSPC,TSPC,Fn1,Sdc1,0.011238091314856534,0.012216735420081294,0.0009786441052247602
Stromal,Tenogenic-progenitor,Cxcl12,Sdc4,0.011254697307635895,0.021924501324992962,0.010669804017357067
Stromal_other,Tenocyte,Lamc2,Itga7_Itgb1,0.011275340500475307,0.024822774656744394,0.013547434156269087
Smooth_muscle,Endothelial,Col6a1,Itga6,0.01128023547518236,0.01645431827704724,0.005174082801864878
Stromal_other,Endothelial,Apoe,Abca1,0.011286625888895379,0.005747770703946356,-0.005538855184949023
Stromal,Stromal,Hspg2,Lrp1,0.011299413765191677,0.007395187420738683,-0.003904226344452994
T-FAP,TSPC,Igf1,Igf2r,0.01132331179259298,0.006947973433335534,-0.004375338359257446
Stromal,Stromal,Lamb2,Rpsa,0.011331856835102488,0.0064177200807641116,-0.004914136754338377
Tenogenic-progenitor,TSPC,Vcan,Itgb1,0.011344245385534765,0.009228424937783142,-0.002115820447751623
Tenogenic-progenitor,Tenogenic-progenitor,Col1a2,Itga11_Itgb1,0.011348959474503888,0.006171292001301283,-0.005177667473202605
Macrophage,Macrophage,Grn,Tnfrsf1b,0.011357075590627541,0.009123259158370275,-0.002233816432257266
Tenocyte,T-FAP,Hspg2,Fgfr1,0.011363494223537373,0.013967972590445478,0.002604478366908105
T-FAP,Stromal_other,Hsp90b1,Lrp1,0.011382764248308246,0.010021851850769918,-0.0013609123975383275
Smooth_muscle,T-FAP,Anxa1,Egfr,0.011395622707012398,0.03350305889593314,0.022107436188920745
Macrophage,Macrophage,Pltp,Abca1,0.011408490589702475,0.009829625073879342,-0.001578865515823133
Macrophage,Tenocyte,C1qb,C1qbp,0.011417537556925796,0.014993142756429044,0.003575605199503248
Stromal,Stromal_other,Lamb1,Cd44,0.011427810090398264,0.023111898604622677,0.011684088514224414
TSPC,Endothelial,Ybx1,Notch1,0.01143425463926795,0.01127087210872014,-0.00016338253054781066
Tenocyte,Stromal_other,Dcn,Egfr,0.011443323506661093,0.009015945943174184,-0.0024273775634869096
TSPC,Tenogenic-progenitor,Col3a1,Itga11_Itgb1,0.011451927214592171,0.006622973648145275,-0.004828953566446896
Tenocyte,Macrophage,Copa,Cd74,0.011460056421455249,0.004950470086441234,-0.006509586335014015
Macrophage,TSPC,Hsp90b1,Lrp1,0.011479432534833332,0.004113398621941713,-0.007366033912891618
Tenogenic-progenitor,Macrophage,Apoe,Abca1,0.01148589596070783,0.021682181799941205,0.010196285839233375
Stromal_other,Tenocyte,Apoe,Sdc2,0.01149236174792622,0.012286079589935139,0.0007937178420089185
Tenogenic-progenitor,Tenocyte,Fn1,Itgav_Itgb1,0.011503637634812169,0.006670482059079759,-0.00483315557573241
T-FAP,Macrophage,Pkm,Cd44,0.011511773281462016,0.02578138056815227,0.014269607286690255
Tenogenic-progenitor,Macrophage,Vcan,Cd44,0.011518248517873137,0.013344664926950385,0.0018264164090772486
Endothelial,Endothelial,Timp2,Itgb1,0.01153768840814699,0.008566705714183932,-0.0029709826939630576
Stromal_other,Tenocyte,Lamb2,Rpsa,0.011538195288657415,0.008843192561904892,-0.002695002726752523
T-FAP,Macrophage,Cxcl12,Itgb1,0.011544173099857034,0.004319972783030699,-0.007224200316826334
Stromal,Stromal,Thbs4,Cd47,0.011550660156345696,0.01446062184995236,0.0029099616936066643
Stromal,Tenocyte,Igfbp4,Lrp6,0.011581487003242666,0.006899183479883342,-0.004682303523359324
T-FAP,Tenogenic-progenitor,Col1a1,Itga11_Itgb1,0.011598833158128133,0.006222349472196292,-0.005376483685931841
Tenocyte,TSPC,Cxcl12,Ackr3,0.011615660867971526,0.013217998722552478,0.0016023378545809517
T-FAP,Macrophage,C3,C3ar1,0.01162217396219759,0.007213889053013902,-0.0044082849091836886
Stromal,Stromal_other,Lamb2,Rpsa,0.011624883987060143,0.005837885279722411,-0.005786998707337732
T-FAP,Macrophage,Fbn1,Itga5,0.011633576026083427,0.011532197763475797,-0.00010137826260762928
Stromal_other,T-FAP,Thbs1,Cd47,0.011635207259095117,0.012616759993433993,0.0009815527343388763
Stromal_other,Stromal_other,Vcan,Cd44,0.011641727462528867,0.03264195564686365,0.021000228184334786
TSPC,Stromal,App,Lrp1,0.011654774981271869,0.007657891524316377,-0.003996883456955492
Endothelial,Tenocyte,Lgals1,Itgb1,0.011661302297343261,0.017192266083742115,0.005530963786398854
Tenocyte,T-FAP,Mdk,Lrp1,0.011667831985055943,0.010004276622239284,-0.0016635553628166592
Stromal_other,Smooth_muscle,Nid1,Itgb1,0.011674364044790917,0.007776573303646504,-0.003897790741144413
Stromal,TSPC,Thbs4,Cd47,0.011693974459939138,0.010467776654950092,-0.001226197804989046
Macrophage,T-FAP,Grn,Tnfrsf1a,0.011700516011572681,0.01306424580664566,0.001363729795072979
Endothelial,Tenogenic-progenitor,Hspg2,Lrp1,0.011726705961183533,0.008263272773679045,-0.0034634331875044878
Macrophage,Stromal_other,Pkm,Cd44,0.011746373364283792,0.022651964091574234,0.010905590727290443
Tenocyte,Tenocyte,Hspg2,Lrp1,0.011759496848676488,0.009267368056215627,-0.0024921287924608605
TSPC,Tenogenic-progenitor,Hspg2,Fgfr1,0.011766062156712487,0.01010413490981413,-0.0016619272468983582
Macrophage,Smooth_muscle,Grn,Tnfrsf1a,0.011779199906366679,0.01252169846654937,0.0007424985601826913
Tenogenic-progenitor,Endothelial,Mfap5,Notch1,0.01179892437051129,0.007977027521134121,-0.0038218968493771693
Stromal_other,T-FAP,S100a4,Egfr,0.011805503950658268,0.009068223309783468,-0.0027372806408747993
Stromal,Tenocyte,Lamb2,Rpsa,0.011817084179021822,0.006267964680465038,-0.005549119498556784
T-FAP,Tenocyte,Col6a3,Cd44,0.011831846075217502,0.013902636354370845,0.0020707902791533422
Stromal_other,T-FAP,Lamb2,Rpsa,0.01183465842331204,0.009257045087896053,-0.002577613335415986
TSPC,Tenocyte,Col6a3,Itga11_Itgb1,0.011845031425204579,0.05648414115364704,0.04463910972844246
TSPC,Stromal_other,Psap,Lrp1,0.01185162767345595,0.010852155880381058,-0.0009994717930748923
TSPC,Stromal,Thbs4,Cd47,0.01185822630438618,0.024080676269906093,0.012222449965519912
