source,target,ligand_complex,receptor_complex,magnitude_rank_innervated,cellphone_pvals_innervated,cellchat_pvals_innervated,magnitude_rank_denervated,cellphone_pvals_denervated,cellchat_pvals_denervated,delta_rank
Macrophage,TSPC,Tnf,Notch1,1.0,0.0,1.0,0.2617781472088816,0.0,0.0,-0.7382218527911184
Macrophage,TSPC,Tnf,Fas,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Thbs2,Sdc1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Thbs2,Itgav_Itgb3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Thbs2,Itga6,1.0,1.0,1.0,0.709339594306173,1.0,1.0,-0.290660405693827
Macrophage,TSPC,Thbs2,Cd47,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Thbs1,Lrp5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Thbs1,Itga6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Tgs1,Rxra,1.0,0.0,1.0,1.0,0.02,1.0,0.0
Macrophage,TSPC,St6gal1,Egfr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Spp1,Ptger4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Sertad1,Ar,1.0,0.02,0.0,0.872307543361759,0.01,0.08,-0.12769245663824103
Macrophage,TSPC,Serpinf1,Plxdc2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Serpinf1,Plxdc1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Sema4d,Erbb2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Sema4b,Dcbld2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Sema4a,Plxnb2,1.0,0.0,1.0,0.9096483928791707,0.02,0.0,-0.09035160712082935
Macrophage,TSPC,Sema4a,Nrp1_Plxna2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Sema4a,Nrp1_Plxna1,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Macrophage,TSPC,S100a8,Tlr4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,S100a4,Erbb2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Rtn4,Rtn4rl1,1.0,0.07,1.0,0.28738174734790717,0.01,0.0,-0.7126182526520928
Macrophage,TSPC,Ptdss1,Jmjd6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Psen1,Notch2,1.0,0.0,1.0,0.7050505191789767,0.0,0.0,-0.29494948082102335
Macrophage,TSPC,Psen1,Notch1,1.0,1.0,1.0,1.0,1.0,0.97,0.0
Macrophage,TSPC,Psen1,Ncstn,1.0,0.0,1.0,0.7881097982665978,0.0,0.0,-0.21189020173340223
Macrophage,TSPC,Pros1,Axl,1.0,0.0,1.0,0.4925766522455631,0.0,0.03,-0.507423347754437
Macrophage,TSPC,Postn,Ptk7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Plau,Vldlr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Pdgfc,Pdgfrb,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Pdgfc,Pdgfra,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Pdgfb,Pdgfra_Pdgfrb,1.0,0.88,0.0,0.710236094153872,0.79,0.0,-0.289763905846128
Macrophage,TSPC,Pam,Fap,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Pam,Dpp4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Nucb2,Erap1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Nampt,Insr,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Macrophage,TSPC,Mif,Cd44_Cd74,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Mfge8,Pdgfrb,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Mfge8,Itgb5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Mfge8,Itgb3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Mfge8,Itgav,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Mfap5,Notch1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Lrpap1,Vldlr,1.0,1.0,1.0,1.0,0.94,1.0,0.0
Macrophage,TSPC,Lrpap1,Lrp8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Lpl,Vldlr,1.0,0.0,1.0,1.0,0.01,1.0,0.0
Macrophage,TSPC,Lin7c,Abca1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Lamc1,Itga9_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Lamc1,Itga7_Itgb1,1.0,1.0,1.0,0.6227711518393622,1.0,1.0,-0.37722884816063784
Macrophage,TSPC,Lamc1,Dag1,1.0,0.98,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Lamc1,Cd44,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Jag1,Notch2,1.0,0.07,1.0,1.0,0.03,1.0,0.0
Macrophage,TSPC,Jag1,Notch1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Irak4,Tlr4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Il1b,Il1r1_Il1rap,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Il1a,Il1r1_Il1rap,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Il18,Il1rl2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Igfbp4,Fzd8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Igf1,Insr,1.0,1.0,1.0,0.7215438021642525,1.0,0.25,-0.2784561978357475
Macrophage,TSPC,Icam1,Il2rg,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Hspa1a,Tlr4,1.0,0.0,0.0,0.806792580088847,0.08,0.0,-0.19320741991115298
Macrophage,TSPC,Hsp90b1,Erbb2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Hsp90aa1,Erbb2,1.0,1.0,1.0,1.0,0.98,1.0,0.0
Macrophage,TSPC,Hras,Insr,1.0,1.0,1.0,1.0,1.0,0.25,0.0
Macrophage,TSPC,Hp,Tlr4,1.0,0.18,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Hbegf,Egfr_Erbb2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Hbegf,Cd82,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,H2-K1,Erbb2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Gnas,Adcy9,1.0,1.0,1.0,0.3260900016743707,1.0,0.0,-0.6739099983256294
Macrophage,TSPC,Gnai2,Adcy9,1.0,0.0,1.0,0.533550766715124,0.0,0.0,-0.466449233284876
Macrophage,TSPC,Gas6,Tyro3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Fstl1,Dip2a,1.0,1.0,0.0,1.0,1.0,0.18,0.0
Macrophage,TSPC,Fn1,Nt5e,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Fn1,Itga6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Fbn1,Itgb3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Fbn1,Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Fbn1,Itga5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Fbln2,Itgb3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,F10,F3,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Edil3,Itgb5,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Edil3,Itgb3,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Edil3,Itgav,1.0,1.0,1.0,1.0,0.19,1.0,0.0
Macrophage,TSPC,Cthrc1,Ror2,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Cthrc1,Fzd6,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Cthrc1,Fzd5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Copa,Cd74,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Comp,Sdc1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Comp,Itgav_Itgb3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Comp,Itga5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Comp,Cd47,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Col6a3,Sdc1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Col6a3,Itga9_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Col6a3,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Col6a2,Sdc1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Col6a2,Itga9_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Col6a2,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Col6a1,Itga9_Itgb1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Col6a1,Itga6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Col6a1,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Col5a2,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Col5a2,Ddr1,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Macrophage,TSPC,Col5a1,Sdc3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Col5a1,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Col3a1,Itga11_Itgb1,1.0,1.0,1.0,0.4590126229921349,1.0,1.0,-0.540987377007865
Macrophage,TSPC,Col1a2,Itga11_Itgb1,1.0,1.0,1.0,0.528876729013061,1.0,1.0,-0.47112327098693896
Macrophage,TSPC,Col1a1,Itga11_Itgb1,1.0,1.0,1.0,0.7019376762055819,1.0,1.0,-0.2980623237944181
Macrophage,TSPC,Col12a1,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Col11a1,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Col11a1,Ddr1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Clcf1,Crlf1,1.0,0.51,1.0,1.0,0.41,1.0,0.0
Macrophage,TSPC,Cd274,Cd80,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Ccl4,Ackr2,1.0,0.0,0.0,0.40897250429636245,0.0,0.0,-0.5910274957036376
Macrophage,TSPC,Ccl24,Ackr2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Ccl2,Ackr4,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Macrophage,TSPC,Ccl12,Ackr4,1.0,0.0,1.0,0.7251281526848689,0.0,0.0,-0.27487184731513115
Macrophage,TSPC,Ccl12,Ackr2,1.0,0.0,1.0,0.4760560484225559,0.0,0.0,-0.5239439515774441
Macrophage,TSPC,C3,Nrp1,1.0,0.0,1.0,1.0,0.95,1.0,0.0
Macrophage,TSPC,C3,Lrp1,1.0,0.0,1.0,0.8230085738380304,0.0,1.0,-0.1769914261619696
Macrophage,TSPC,B2m,Tfrc,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Arf6,Pld1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Arf1,Insr,1.0,1.0,1.0,0.43879618995250513,0.96,0.19,-0.5612038100474949
Macrophage,TSPC,App,Vldlr,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,App,Tspan15,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,App,Cd74,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Apoc2,Ldlr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Angptl2,Tlr4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Angptl2,Itga5_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Ang,Plxnb2,1.0,0.0,1.0,1.0,0.6,1.0,0.0
Macrophage,TSPC,Ang,Egfr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Alcam,Chl1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,TSPC,Ado,Adora2b,1.0,0.11,0.0,1.0,0.01,0.0,0.0
Macrophage,TSPC,Adam9,Itga6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,TSPC,Adam17,Notch1,1.0,0.05,1.0,0.9166653644039002,0.25,0.81,-0.08333463559609977
Macrophage,TSPC,Adam17,Il6ra,1.0,0.0,1.0,0.6225480529542419,0.0,0.0,-0.37745194704575813
Macrophage,TSPC,Adam10,Tspan15,1.0,0.0,1.0,1.0,0.28,1.0,0.0
Macrophage,TSPC,Adam10,Tspan14,1.0,1.0,1.0,1.0,0.99,1.0,0.0
Macrophage,TSPC,Adam10,Notch1,1.0,1.0,1.0,1.0,1.0,0.98,0.0
Macrophage,TSPC,Adam10,Il6ra,1.0,1.0,1.0,1.0,0.69,0.32,0.0
Macrophage,TSPC,Adam10,Gpnmb,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Vegfb,Ret,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Vegfb,Nrp1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Vegfa,Itga9,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Macrophage,T-FAP,Vegfa,Ephb2,1.0,0.0,0.0,0.9913459687865589,0.0,0.0,-0.008654031213441105
Macrophage,T-FAP,Vcan,Tlr2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Vcan,Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Vcan,Egfr,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Vcan,Cd44,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Vcam1,Itga9_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Txlna,Stx4a,1.0,0.71,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Txlna,Stx3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Tnfsf14,Ltbr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Tnfsf13,Fas,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Macrophage,T-FAP,Tnf,Traf2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Tnf,Tradd,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Timp1,Fgfr2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Thbs4,Itgav_Itgb3,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Thbs2,Sdc1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Thbs2,Itgav_Itgb3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Thbs2,Cd47,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Thbs1,Lrp5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Tgs1,Rxra,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Tgm2,Itga9,1.0,0.0,1.0,0.7927497467029795,0.0,0.0,-0.20725025329702051
Macrophage,T-FAP,Tgfb1,Acvr1b_Tgfbr2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,St6gal1,Egfr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Spp1,Ptger4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Spp1,Itga9_Itgb1,1.0,0.0,1.0,0.5049582238204487,0.0,0.0,-0.49504177617955125
Macrophage,T-FAP,Slc6a8,Lifr,1.0,0.01,1.0,1.0,0.82,1.0,0.0
Macrophage,T-FAP,Serpinf1,Plxdc2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Serpinf1,Plxdc1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Sema4b,Dcbld2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Sema4a,Plxnd1,1.0,0.41,1.0,1.0,0.39,0.0,0.0
Macrophage,T-FAP,Sema4a,Plxnb2,1.0,0.0,1.0,0.9557005112199721,0.0,0.0,-0.044299488780027874
Macrophage,T-FAP,Sema4a,Nrp1_Plxna1,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Macrophage,T-FAP,S100a8,Tlr4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,S100a1,Trpm3,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,S100a1,Tlr4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Rtn4,Rtn4rl1,1.0,0.01,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Ptdss1,Jmjd6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Psen1,Notch2,1.0,0.0,1.0,1.0,0.07,0.0,0.0
Macrophage,T-FAP,Psen1,Ncstn,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Macrophage,T-FAP,Psen1,Cd44,1.0,0.97,1.0,0.48374949756240204,1.0,0.0,-0.516250502437598
Macrophage,T-FAP,Pros1,Axl,1.0,0.0,1.0,0.5795151811617252,0.0,1.0,-0.4204848188382748
Macrophage,T-FAP,Plau,Vldlr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Pf4,Fgfr2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Pdgfc,Pdgfrb,1.0,0.01,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Pdgfc,Pdgfra,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Pam,Fap,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Pam,Dpp4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Osm,Il6st_Lifr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Nucb2,Erap1,1.0,1.0,0.0,1.0,1.0,0.01,0.0
Macrophage,T-FAP,Nampt,Insr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Mif,Cd44_Cd74,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Mfge8,Pdgfrb,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Mfge8,Itgb5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Mfge8,Itgb3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Mfge8,Itgav,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Lrpap1,Vldlr,1.0,0.91,1.0,1.0,0.97,1.0,0.0
Macrophage,T-FAP,Lpl,Vldlr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Lamc1,Itga9_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Lamc1,Itga1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Lamc1,Dag1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Lamc1,Cd44,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Jag1,Notch2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Irak4,Tlr4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Il1b,Il1r2_Il1rap,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Il1b,Il1r1_Il1rap,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Il1a,Il1r2_Il1rap,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Il1a,Il1r1_Il1rap,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Il18,Il1rl2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Igfbp4,Fzd8,1.0,1.0,1.0,0.5955662737320075,1.0,1.0,-0.40443372626799245
Macrophage,T-FAP,Igf1,Insr,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Hspa4,Tlr4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Hspa1a,Tlr4,1.0,0.06,1.0,1.0,0.99,1.0,0.0
Macrophage,T-FAP,Hsp90b1,Tlr4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Hras,Insr,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Hras,Agtr1a,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Hp,Tlr4,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Hbegf,Prlr,1.0,0.57,1.0,0.4603368959656612,0.0,0.0,-0.5396631040343388
Macrophage,T-FAP,Gnas,Adcy9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Gnai2,S1pr3,1.0,0.0,1.0,0.4276457713470772,0.0,0.0,-0.5723542286529228
Macrophage,T-FAP,Gnai2,Ednra,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Gnai2,Agtr2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Gnai2,Adcy9,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Fstl1,Dip2a,1.0,1.0,1.0,1.0,1.0,0.01,0.0
Macrophage,T-FAP,Fn1,Nt5e,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Fn1,Itga9,1.0,1.0,1.0,0.44328949478486745,1.0,0.0,-0.5567105052151325
Macrophage,T-FAP,Fbn1,Itgb3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Fbn1,Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Fbn1,Itga5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Fbln2,Itgb3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Fam3c,Lifr,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,F13a1,Itga9,1.0,0.0,1.0,0.39061427360931633,0.0,0.0,-0.6093857263906837
Macrophage,T-FAP,F10,F3,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Edil3,Itgb5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Edil3,Itgb3,1.0,1.0,1.0,0.9899179983446647,1.0,1.0,-0.010082001655335349
Macrophage,T-FAP,Edil3,Itgav,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Dcn,Tlr4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Cthrc1,Ror2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Cthrc1,Fzd5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Copa,Cd74,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Comp,Sdc1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Comp,Itgav_Itgb3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Comp,Itga5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Comp,Cd47,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col6a3,Sdc1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col6a3,Itga9_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col6a3,Itga1_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col6a3,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col6a3,Cd44,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col6a2,Sdc1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col6a2,Itga9_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col6a2,Itga1_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col6a2,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col6a2,Cd44,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col6a1,Itga9_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col6a1,Itga1_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col6a1,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col5a2,Itga1_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col5a2,Ddr1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col5a1,Itga1_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col5a1,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
